D
533.58093
142.31505
133.14215
125.64536
117.957695
110.774376
104.67823
99.89214
96.33695
93.78617
91.988594
90.72783
89.83798
89.199715
88.730095
88.37281
88.09018
87.857124
87.657104
87.47925
87.316574
87.16447
87.01995
86.88119
86.747055
86.61683
86.49018
86.36689
86.24695
86.13038
86.01728
85.90778
85.80208
85.70029
85.60258
85.50917
85.4202
85.33585
85.256294
85.18172
85.11221
85.04798
84.98915
84.93582
84.88817
84.84625
84.81023
84.78012
84.75611
84.73819
84.72647
84.72099
84.72182
84.728966
84.7425
84.76244
84.78876
84.82148
84.86063
84.906166
84.958115
85.01643
85.08106
85.15203
85.229256
85.3127
85.40235
85.49814
85.600006
85.70789
85.821754
85.94152
86.06713
86.19851
86.33561
86.47837
86.6267
86.78053
86.93982
87.10447
87.274445
87.44967
87.63006
87.81557
88.0061
88.201645
88.40209
88.60742
88.81753
89.03241
89.25197
89.476135
89.704895
89.9382
90.175995
90.41818
90.66479
90.9157
91.17095
91.43041
91.69412
91.96201
92.234024
92.51016
92.79037
93.074615
93.36286
93.655136
93.951294
94.251434
94.55545
94.86335
95.1751
95.49069
95.810074
96.13328
96.460266
96.79095
97.125404
97.46356
97.80544
98.151
98.500175
98.853065
99.20961
99.56977
99.933556
100.300934
100.67189
101.04643
101.42455
101.80619
102.19138
102.58015
102.97236
103.3681
103.76737
104.17009
104.57628
104.98593
105.39901
105.81551
106.235466
106.65881
107.085526
107.51562
107.94909
108.38588
108.82602
109.269424
109.71616
110.166176
110.61944
111.075935
111.53567
111.998566
112.464676
112.93392
113.40633
113.88183
114.36038
114.84204
115.32672
115.81444
116.3051
116.798744
117.2953
117.79478
118.29709
118.80226
119.31023
119.820984
120.334465
120.85061
121.3695
121.89096
122.41503
122.94165
123.47078
124.00241
124.53643
125.07292
125.61169
126.15282
126.69617
127.24174
127.78951
128.33932
128.89133
129.44531
130.00125
130.5592
131.11897
131.68056
132.24393
132.80908
133.37585
133.94427
134.51425
135.0858
135.65872
136.2331
136.8088
137.38583
137.9641
138.5435
139.12401
139.70567
140.28828
140.8718
141.4563
142.04161
142.62767
143.21448
143.80191
144.38998
144.97853
145.56763
146.15712
146.74702
147.33717
147.92761
148.5182
149.10898
149.69981
150.29063
150.88147
151.47218
152.06277
152.65315
153.24324
153.83301
154.42245
155.0114
155.59988
156.18791
156.77524
157.36201
157.94807
158.53334
159.11789
159.70154
160.28432
160.86612
161.44693
162.02676
162.60545
163.18306
163.75948
164.33467
164.90858
165.48123
166.05247
166.62234
167.1908
167.75775
168.32318
168.88707
169.44936
170.01
170.56908
171.12633
171.68187
172.23572
172.7877
173.33786
173.88612
174.43257
174.977
175.5195
176.06001
176.59854
177.13501
177.66937
178.2017
178.73187
179.2599
179.78583
180.3095
180.83093
181.35028
181.86723
182.38202
182.89442
183.40456
183.91235
184.41783
184.92094
185.42172
185.9201
186.416
186.90958
187.4007
187.88937
188.37563
188.8594
189.3407
189.81947
190.29584
190.76968
191.24097
191.70985
192.17607
192.63986
193.10104
193.55975
194.0159
194.46951
194.92058
195.36905
195.815
196.25839
196.69917
197.13745
197.57318
198.00626
198.43684
198.8648
199.2903
199.71317
200.13348
200.55121
200.96648
201.37909
201.78917
202.19675
202.6017
203.00417
203.40413
203.80153
204.19638
204.58873
204.97855
205.36578
205.75061
206.13297
206.51271
206.89008
207.26483
207.63724
208.00708
208.37456
208.73952
209.10204
209.4621
209.81978
210.1751
210.52786
210.87833
211.22636
211.57202
211.91531
212.2562
212.5948
212.93091
213.26483
213.59636
213.92557
214.25252
214.57707
